"Group","Condition","Polarity","Response","subject.ID","gender","age","exp","trial","item.typ","obj.loc","character","verb","Greek.sentence","English.translation"
"Child","MI","Positive","3 strawberries","CHI24","female","4.2","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI24","female","4.2","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","3 strawberries","CHI23","male","4.1","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","3 strawberries","CHI23","male","4.1","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI23","male","4.1","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI23","male","4.1","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI23","male","4.1","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI23","male","4.1","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","2 strawberries","CHI22","female","4.6","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","3 strawberries","CHI22","female","4.6","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI22","female","4.6","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI22","female","4.6","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI22","female","4.6","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI22","female","4.6","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","2 strawberries","CHI21","female","4.9","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","3 strawberries","CHI21","female","4.9","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI21","female","4.9","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI21","female","4.9","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI21","female","4.9","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI21","female","4.9","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","1 strawberry","CHI20","male","5","CPL","5","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","3 strawberries","CHI20","male","5","CPL","9","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI20","male","5","CPL","12","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI20","male","5","CPL","14","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","3 strawberries","CHI20","male","5","CPL","17","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","1 strawberry","CHI20","male","5","CPL","18","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Negative","2 strawberries","CHI19","male","4.5","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","3 strawberries","CHI19","male","4.5","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI19","male","4.5","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","2 strawberries","CHI19","male","4.5","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI19","male","4.5","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI19","male","4.5","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","1 strawberry","CHI18","female","4.11","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","3 strawberries","CHI18","female","4.11","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI18","female","4.11","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI18","female","4.11","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI18","female","4.11","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI18","female","4.11","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","1 strawberry","CHI16","female","4.11","CPL","5","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","3 strawberries","CHI16","female","4.11","CPL","9","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI16","female","4.11","CPL","12","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI16","female","4.11","CPL","14","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","3 strawberries","CHI16","female","4.11","CPL","17","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","1 strawberry","CHI16","female","4.11","CPL","18","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Negative","3 strawberries","CHI15","male","4.6","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","1 strawberry","CHI15","male","4.6","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","1 strawberry","CHI15","male","4.6","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI15","male","4.6","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","2 strawberries","CHI15","male","4.6","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","3 strawberries","CHI15","male","4.6","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","1 strawberry","CHI14","female","5","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","2 strawberries","CHI14","female","5","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI14","female","5","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI14","female","5","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI14","female","5","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI14","female","5","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","2 strawberries","CHI12","male","4.2","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","1 strawberry","CHI12","male","4.2","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","1 strawberry","CHI12","male","4.2","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI12","male","4.2","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","1 strawberry","CHI12","male","4.2","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI12","male","4.2","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","1 strawberry","CHI11","male","4.6","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","1 strawberry","CHI11","male","4.6","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","2 strawberries","CHI11","male","4.6","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI11","male","4.6","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","1 strawberry","CHI11","male","4.6","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI11","male","4.6","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","1 strawberry","CHI10","male","4.5","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","3 strawberries","CHI10","male","4.5","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI10","male","4.5","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI10","male","4.5","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI10","male","4.5","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI10","male","4.5","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","1 strawberry","CHI9","male","4.6","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","3 strawberries","CHI9","male","4.6","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI9","male","4.6","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI9","male","4.6","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI9","male","4.6","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI9","male","4.6","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","1 strawberry","CHI8","female","5.4","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","3 strawberries","CHI8","female","5.4","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI8","female","5.4","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI8","female","5.4","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI8","female","5.4","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI8","female","5.4","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","1 strawberry","CHI6","female","4.7","CPL","5","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","3 strawberries","CHI6","female","4.7","CPL","9","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI6","female","4.7","CPL","12","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI6","female","4.7","CPL","14","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","3 strawberries","CHI6","female","4.7","CPL","17","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","1 strawberry","CHI6","female","4.7","CPL","18","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Negative","1 strawberry","CHI5","female","4.7","CPL","5","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","1 strawberry","CHI5","female","4.7","CPL","9","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","3 strawberries","CHI5","female","4.7","CPL","12","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI5","female","4.7","CPL","14","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","3 strawberries","CHI5","female","4.7","CPL","17","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","3 strawberries","CHI5","female","4.7","CPL","18","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Negative","1 strawberry","CHI3","male","6.9","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","3 strawberries","CHI3","male","6.9","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI3","male","6.9","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI3","male","6.9","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","3 strawberries","CHI3","male","6.9","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","2 strawberries","CHI3","male","6.9","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Negative","1 strawberry","CHI2","female","5.1","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","3 strawberries","CHI2","female","5.1","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI2","female","5.1","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI2","female","5.1","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","3 strawberries","CHI2","female","5.1","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","3 strawberries","CHI2","female","5.1","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Negative","3 strawberries","CHI1","male","4.5","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","3 strawberries","CHI1","male","4.5","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","2 strawberries","CHI1","male","4.5","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI1","male","4.5","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","3 strawberries","CHI1","male","4.5","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","2 strawberries","CHI1","male","4.5","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Negative","1 strawberry","Ad1","female","20","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Positive","1 strawberry","Ad1","female","20","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","Ad1","female","20","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","Ad1","female","20","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Positive","2 strawberries","Ad1","female","20","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Negative","1 strawberry","Ad1","female","20","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Negative","1 strawberry","Ad2a","female","22","CPL","5","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Positive","2 strawberries","Ad2a","female","22","CPL","9","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","Ad2a","female","22","CPL","12","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","Ad2a","female","22","CPL","14","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Positive","2 strawberries","Ad2a","female","22","CPL","17","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Negative","1 strawberry","Ad2a","female","22","CPL","18","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Negative","1 strawberry","Ad5B","male","18","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Positive","2 strawberries","Ad5B","male","18","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","Ad5B","male","18","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","3 strawberries","Ad5B","male","18","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Positive","2 strawberries","Ad5B","male","18","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Negative","1 strawberry","Ad5B","male","18","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Negative","2 strawberries","AD6B","female","21","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Positive","2 strawberries","AD6B","female","21","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","2 strawberries","AD6B","female","21","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD6B","female","21","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Positive","2 strawberries","AD6B","female","21","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Negative","2 strawberries","AD6B","female","21","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Negative","1 strawberry","AD7B","female","21","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Positive","1 strawberry","AD7B","female","21","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD7B","female","21","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD7B","female","21","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Positive","2 strawberries","AD7B","female","21","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Negative","1 strawberry","AD7B","female","21","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Negative","1 strawberry","AD8","female","20","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","2 strawberries","AD8","female","20","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","2 strawberries","AD8","female","20","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD8","female","20","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD8","female","20","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD8","female","20","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","2 strawberries","AD9C","female","24","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","3 strawberries","AD9C","female","24","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","3 strawberries","AD9C","female","24","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD9C","female","24","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","3 strawberries","AD9C","female","24","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD9C","female","24","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD10C","male","29","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Positive","2 strawberries","AD10C","male","29","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Positive","2 strawberries","AD10C","male","29","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Negative","1 strawberry","AD10C","male","29","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD10C","male","29","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD10C","male","29","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Negative","1 strawberry","AD11D","female","22","CPL","5","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Positive","2 strawberries","AD11D","female","22","CPL","9","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Adult","MI","Negative","1 strawberry","AD11D","female","22","CPL","12","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Adult","MI","Positive","2 strawberries","AD11D","female","22","CPL","14","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Adult","MI","Positive","1 strawberry","AD11D","female","22","CPL","17","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Adult","MI","Negative","1 strawberry","AD11D","female","22","CPL","18","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Adult","MI","Negative","1 strawberry","AD12D","female","22","CPL","5","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Adult","MI","Positive","2 strawberries","AD12D","female","22","CPL","9","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
