"Group","Condition","Polarity","Response","subject.ID","gender","age","exp","trial","item.typ","obj.loc","character","verb","Greek.sentence","English.translation"
"Adult","AI","Negative","1 strawberry","P11","male","28","MPL","1","MPL_TST_NEG","R","Lion","buy","To liontaraki den agorase kreata.","Lion didnâ€™t buy meat."
"Adult","AI","Positive","3 strawberries","P11","male","28","MPL","4","MPL_TST_POS","R","Bunny","buy","To kunelaki agorase psomia.","Bunny bought breads."
"Adult","AI","Positive","2 strawberries","P11","male","28","MPL","9","MPL_TST_POS","L","Zebra","put/spread","Tis zebras tis epasan zahares.","Zebra spread waters."
"Adult","AI","Positive","2 strawberries","P11","male","28","MPL","10","MPL_TST_POS","R","Tiger","take","I tigri pire nera.","Tiger took waters."
"Adult","AI","Negative","1 strawberry","P11","male","28","MPL","13","MPL_TST_NEG","R","Frog","take","O vatrahos pire hionia.","Frog didnâ€™t take snows."
"Adult","AI","Negative","1 strawberry","P11","male","28","MPL","14","MPL_TST_NEG","L","Kangaroo","put/spread","Tou kangouro den tou epasan alevria.","Kangaroo didnâ€™t spread flours."
"Adult","AI","Negative","1 strawberry","P12","female","31","MPL","1","MPL_TST_NEG","R","Lion","buy","To liontaraki den agorase kreata.","Lion didnâ€™t buy meat."
"Adult","AI","Positive","3 strawberries","P12","female","31","MPL","4","MPL_TST_POS","R","Bunny","buy","To kunelaki agorase psomia.","Bunny bought breads."
"Adult","AI","Positive","2 strawberries","P12","female","31","MPL","9","MPL_TST_POS","L","Zebra","put/spread","Tis zebras tis epasan zahares.","Zebra spread waters."
"Adult","AI","Positive","2 strawberries","P12","female","31","MPL","10","MPL_TST_POS","R","Tiger","take","I tigri pire nera.","Tiger took waters."
"Adult","AI","Negative","1 strawberry","P12","female","31","MPL","13","MPL_TST_NEG","R","Frog","take","O vatrahos pire hionia.","Frog didnâ€™t take snows."
"Adult","AI","Negative","1 strawberry","P12","female","31","MPL","14","MPL_TST_NEG","L","Kangaroo","put/spread","Tou kangouro den tou epasan alevria.","Kangaroo didnâ€™t spread flours."
"Adult","AI","Negative","1 strawberry","P13","male","28","MPL","1","MPL_TST_NEG","R","Lion","buy","To liontaraki den agorase kreata.","Lion didnâ€™t buy meat."
"Adult","AI","Positive","3 strawberries","P13","male","28","MPL","4","MPL_TST_POS","R","Bunny","buy","To kunelaki agorase psomia.","Bunny bought breads."
"Adult","AI","Positive","3 strawberries","P13","male","28","MPL","9","MPL_TST_POS","L","Zebra","put/spread","Tis zebras tis epasan zahares.","Zebra spread waters."
"Adult","AI","Positive","2 strawberries","P13","male","28","MPL","10","MPL_TST_POS","R","Tiger","take","I tigri pire nera.","Tiger took waters."
"Adult","AI","Negative","1 strawberry","P13","male","28","MPL","13","MPL_TST_NEG","R","Frog","take","O vatrahos pire hionia.","Frog didnâ€™t take snows."
"Adult","AI","Negative","1 strawberry","P13","male","28","MPL","14","MPL_TST_NEG","L","Kangaroo","put/spread","Tou kangouro den tou epasan alevria.","Kangaroo didnâ€™t spread flours."
"Adult","AI","Negative","1 strawberry","P15","female","28","MPL","1","MPL_TST_NEG","R","Lion","buy","To liontaraki den agorase kreata.","Lion didnâ€™t buy meat."
"Adult","AI","Positive","3 strawberries","P15","female","28","MPL","4","MPL_TST_POS","R","Bunny","buy","To kunelaki agorase psomia.","Bunny bought breads."
"Adult","AI","Positive","2 strawberries","P15","female","28","MPL","9","MPL_TST_POS","L","Zebra","put/spread","Tis zebras tis epasan zahares.","Zebra spread waters."
"Adult","AI","Positive","3 strawberries","P15","female","28","MPL","10","MPL_TST_POS","R","Tiger","take","I tigri pire nera.","Tiger took waters."
"Adult","AI","Negative","1 strawberry","P15","female","28","MPL","13","MPL_TST_NEG","R","Frog","take","O vatrahos pire hionia.","Frog didnâ€™t take snows."
"Adult","AI","Negative","1 strawberry","P15","female","28","MPL","14","MPL_TST_NEG","L","Kangaroo","put/spread","Tou kangouro den tou epasan alevria.","Kangaroo didnâ€™t spread flours."
"Adult","AI","Negative","1 strawberry","P17","male","34","MPL","1","MPL_TST_NEG","R","Lion","buy","To liontaraki den agorase kreata.","Lion didnâ€™t buy meat."
"Adult","AI","Positive","2 strawberries","P17","male","34","MPL","4","MPL_TST_POS","R","Bunny","buy","To kunelaki agorase psomia.","Bunny bought breads."
"Adult","AI","Positive","3 strawberries","P17","male","34","MPL","9","MPL_TST_POS","L","Zebra","put/spread","Tis zebras tis epasan zahares.","Zebra spread waters."
"Adult","AI","Positive","2 strawberries","P17","male","34","MPL","10","MPL_TST_POS","R","Tiger","take","I tigri pire nera.","Tiger took waters."
"Adult","AI","Negative","1 strawberry","P17","male","34","MPL","13","MPL_TST_NEG","R","Frog","take","O vatrahos pire hionia.","Frog didnâ€™t take snows."
"Adult","AI","Negative","1 strawberry","P17","male","34","MPL","14","MPL_TST_NEG","L","Kangaroo","put/spread","Tou kangouro den tou epasan alevria.","Kangaroo didnâ€™t spread flours."
"Adult","AI","Negative","1 strawberry","P18","female","40","MPL","1","MPL_TST_NEG","R","Lion","buy","To liontaraki den agorase kreata.","Lion didnâ€™t buy meat."
"Adult","AI","Positive","3 strawberries","P18","female","40","MPL","4","MPL_TST_POS","R","Bunny","buy","To kunelaki agorase psomia.","Bunny bought breads."
"Adult","AI","Positive","2 strawberries","P18","female","40","MPL","9","MPL_TST_POS","L","Zebra","put/spread","Tis zebras tis epasan zahares.","Zebra spread waters."
"Adult","AI","Positive","2 strawberries","P18","female","40","MPL","10","MPL_TST_POS","R","Tiger","take","I tigri pire nera.","Tiger took waters."
"Adult","AI","Negative","1 strawberry","P18","female","40","MPL","13","MPL_TST_NEG","R","Frog","take","O vatrahos pire hionia.","Frog didnâ€™t take snows."
"Adult","AI","Negative","1 strawberry","P18","female","40","MPL","14","MPL_TST_NEG","L","Kangaroo","put/spread","Tou kangouro den tou epasan alevria.","Kangaroo didnâ€™t spread flours."
"Adult","AI","Negative","1 strawberry","P20","female","43","MPL","1","MPL_TST_NEG","R","Lion","buy","To liontaraki den agorase kreata.","Lion didnâ€™t buy meat."
"Adult","AI","Positive","3 strawberries","P20","female","43","MPL","4","MPL_TST_POS","R","Bunny","buy","To kunelaki agorase psomia.","Bunny bought breads."
"Adult","AI","Positive","3 strawberries","P20","female","43","MPL","9","MPL_TST_POS","L","Zebra","put/spread","Tis zebras tis epasan zahares.","Zebra spread waters."
"Adult","AI","Positive","2 strawberries","P20","female","43","MPL","10","MPL_TST_POS","R","Tiger","take","I tigri pire nera.","Tiger took waters."
"Adult","AI","Negative","2 strawberries","P20","female","43","MPL","13","MPL_TST_NEG","R","Frog","take","O vatrahos pire hionia.","Frog didnâ€™t take snows."
"Adult","AI","Negative","1 strawberry","P20","female","43","MPL","14","MPL_TST_NEG","L","Kangaroo","put/spread","Tou kangouro den tou epasan alevria.","Kangaroo didnâ€™t spread flours."
"Adult","AI","Negative","1 strawberry","P21","male","25","MPL","1","MPL_TST_NEG","R","Lion","buy","To liontaraki den agorase kreata.","Lion didnâ€™t buy meat."
"Adult","AI","Positive","2 strawberries","P21","male","25","MPL","4","MPL_TST_POS","R","Bunny","buy","To kunelaki agorase psomia.","Bunny bought breads."
"Adult","AI","Positive","2 strawberries","P21","male","25","MPL","9","MPL_TST_POS","L","Zebra","put/spread","Tis zebras tis epasan zahares.","Zebra spread waters."
"Adult","AI","Positive","2 strawberries","P21","male","25","MPL","10","MPL_TST_POS","R","Tiger","take","I tigri pire nera.","Tiger took waters."
"Adult","AI","Negative","2 strawberries","P21","male","25","MPL","13","MPL_TST_NEG","R","Frog","take","O vatrahos pire hionia.","Frog didnâ€™t take snows."
"Adult","AI","Negative","1 strawberry","P21","male","25","MPL","14","MPL_TST_NEG","L","Kangaroo","put/spread","Tou kangouro den tou epasan alevria.","Kangaroo didnâ€™t spread flours."
"Adult","AI","Negative","1 strawberry","P22","male","23","MPL","1","MPL_TST_NEG","R","Lion","buy","To liontaraki den agorase kreata.","Lion didnâ€™t buy meat."
"Adult","AI","Positive","3 strawberries","P22","male","23","MPL","4","MPL_TST_POS","R","Bunny","buy","To kunelaki agorase psomia.","Bunny bought breads."
"Adult","AI","Positive","2 strawberries","P22","male","23","MPL","9","MPL_TST_POS","L","Zebra","put/spread","Tis zebras tis epasan zahares.","Zebra spread waters."
"Adult","AI","Positive","2 strawberries","P22","male","23","MPL","10","MPL_TST_POS","R","Tiger","take","I tigri pire nera.","Tiger took waters."
"Adult","AI","Negative","2 strawberries","P22","male","23","MPL","13","MPL_TST_NEG","R","Frog","take","O vatrahos pire hionia.","Frog didnâ€™t take snows."
"Adult","AI","Negative","1 strawberry","P22","male","23","MPL","14","MPL_TST_NEG","L","Kangaroo","put/spread","Tou kangouro den tou epasan alevria.","Kangaroo didnâ€™t spread flours."
"Adult","AI","Negative","1 strawberry","P23","male","n/a","MPL","1","MPL_TST_NEG","R","Lion","buy","To liontaraki den agorase kreata.","Lion didnâ€™t buy meat."
"Adult","AI","Positive","3 strawberries","P23","male","n/a","MPL","4","MPL_TST_POS","R","Bunny","buy","To kunelaki agorase psomia.","Bunny bought breads."
"Adult","AI","Positive","3 strawberries","P23","male","n/a","MPL","9","MPL_TST_POS","L","Zebra","put/spread","Tis zebras tis epasan zahares.","Zebra spread waters."
"Adult","AI","Positive","3 strawberries","P23","male","n/a","MPL","10","MPL_TST_POS","R","Tiger","take","I tigri pire nera.","Tiger took waters."
"Adult","AI","Negative","1 strawberry","P23","male","n/a","MPL","13","MPL_TST_NEG","R","Frog","take","O vatrahos pire hionia.","Frog didnâ€™t take snows."
"Adult","AI","Negative","1 strawberry","P23","male","n/a","MPL","14","MPL_TST_NEG","L","Kangaroo","put/spread","Tou kangouro den tou epasan alevria.","Kangaroo didnâ€™t spread flours."
"Adult","AI","Negative","2 strawberries","P24","female","30","MPL","1","MPL_TST_NEG","R","Lion","buy","To liontaraki den agorase kreata.","Lion didnâ€™t buy meat."
"Adult","AI","Positive","3 strawberries","P24","female","30","MPL","4","MPL_TST_POS","R","Bunny","buy","To kunelaki agorase psomia.","Bunny bought breads."
"Adult","AI","Positive","2 strawberries","P24","female","30","MPL","9","MPL_TST_POS","L","Zebra","put/spread","Tis zebras tis epasan zahares.","Zebra spread waters."
"Adult","AI","Positive","2 strawberries","P24","female","30","MPL","10","MPL_TST_POS","R","Tiger","take","I tigri pire nera.","Tiger took waters."
"Adult","AI","Negative","1 strawberry","P24","female","30","MPL","13","MPL_TST_NEG","R","Frog","take","O vatrahos pire hionia.","Frog didnâ€™t take snows."
"Adult","AI","Negative","1 strawberry","P24","female","30","MPL","14","MPL_TST_NEG","L","Kangaroo","put/spread","Tou kangouro den tou epasan alevria.","Kangaroo didnâ€™t spread flours."
"Adult","AI","Negative","1 strawberry","P25","female","28","MPL","1","MPL_TST_NEG","R","Lion","buy","To liontaraki den agorase kreata.","Lion didnâ€™t buy meat."
"Adult","AI","Positive","3 strawberries","P25","female","28","MPL","4","MPL_TST_POS","R","Bunny","buy","To kunelaki agorase psomia.","Bunny bought breads."
"Adult","AI","Positive","2 strawberries","P25","female","28","MPL","9","MPL_TST_POS","L","Zebra","put/spread","Tis zebras tis epasan zahares.","Zebra spread waters."
"Adult","AI","Positive","2 strawberries","P25","female","28","MPL","10","MPL_TST_POS","R","Tiger","take","I tigri pire nera.","Tiger took waters."
"Adult","AI","Negative","1 strawberry","P25","female","28","MPL","13","MPL_TST_NEG","R","Frog","take","O vatrahos pire hionia.","Frog didnâ€™t take snows."
"Adult","AI","Negative","1 strawberry","P25","female","28","MPL","14","MPL_TST_NEG","L","Kangaroo","put/spread","Tou kangouro den tou epasan alevria.","Kangaroo didnâ€™t spread flours."
"Adult","AI","Negative","1 strawberry","P26","female","26","MPL","1","MPL_TST_NEG","R","Lion","buy","To liontaraki den agorase kreata.","Lion didnâ€™t buy meat."
"Adult","AI","Positive","2 strawberries","P26","female","26","MPL","4","MPL_TST_POS","R","Bunny","buy","To kunelaki agorase psomia.","Bunny bought breads."
"Adult","AI","Positive","3 strawberries","P26","female","26","MPL","9","MPL_TST_POS","L","Zebra","put/spread","Tis zebras tis epasan zahares.","Zebra spread waters."
"Adult","AI","Positive","3 strawberries","P26","female","26","MPL","10","MPL_TST_POS","R","Tiger","take","I tigri pire nera.","Tiger took waters."
"Adult","AI","Negative","1 strawberry","P26","female","26","MPL","13","MPL_TST_NEG","R","Frog","take","O vatrahos pire hionia.","Frog didnâ€™t take snows."
"Adult","AI","Negative","1 strawberry","P26","female","26","MPL","14","MPL_TST_NEG","L","Kangaroo","put/spread","Tou kangouro den tou epasan alevria.","Kangaroo didnâ€™t spread flours."
"Adult","AI","Negative","1 strawberry","P28","n\a","n\a","MPL","1","MPL_TST_NEG","R","Lion","buy","To liontaraki den agorase kreata.","Lion didnâ€™t buy meat."
"Adult","AI","Positive","3 strawberries","P28","n\a","n\a","MPL","4","MPL_TST_POS","R","Bunny","buy","To kunelaki agorase psomia.","Bunny bought breads."
"Adult","AI","Positive","3 strawberries","P28","n\a","n\a","MPL","9","MPL_TST_POS","L","Zebra","put/spread","Tis zebras tis epasan zahares.","Zebra spread waters."
"Adult","AI","Positive","3 strawberries","P28","n\a","n\a","MPL","10","MPL_TST_POS","R","Tiger","take","I tigri pire nera.","Tiger took waters."
"Adult","AI","Negative","1 strawberry","P28","n\a","n\a","MPL","13","MPL_TST_NEG","R","Frog","take","O vatrahos pire hionia.","Frog didnâ€™t take snows."
"Adult","AI","Negative","1 strawberry","P28","n\a","n\a","MPL","14","MPL_TST_NEG","L","Kangaroo","put/spread","Tou kangouro den tou epasan alevria.","Kangaroo didnâ€™t spread flours."
"Child","MI","Negative","1 strawberry","CHI41","female","4.9","CPL","5","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","2 strawberries","CHI41","female","4.9","CPL","9","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI41","female","4.9","CPL","12","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","2 strawberries","CHI41","female","4.9","CPL","14","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","2 strawberries","CHI41","female","4.9","CPL","17","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","1 strawberry","CHI41","female","4.9","CPL","18","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Negative","1 strawberry","CHI40","male","7.1","CPL","5","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","3 strawberries","CHI40","male","7.1","CPL","9","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI40","male","7.1","CPL","12","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI40","male","7.1","CPL","14","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","3 strawberries","CHI40","male","7.1","CPL","17","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","1 strawberry","CHI40","male","7.1","CPL","18","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Negative","1 strawberry","CHI39","female","5.2","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","3 strawberries","CHI39","female","5.2","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI39","female","5.2","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI39","female","5.2","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI39","female","5.2","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI39","female","5.2","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","1 strawberry","CHI38","female","5.2","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","3 strawberries","CHI38","female","5.2","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI38","female","5.2","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI38","female","5.2","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI38","female","5.2","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI38","female","5.2","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","2 strawberries","CHI37","female","5","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","3 strawberries","CHI37","female","5","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI37","female","5","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","2 strawberries","CHI37","female","5","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI37","female","5","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI37","female","5","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","3 strawberries","CHI36","male","5","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","3 strawberries","CHI36","male","5","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI36","male","5","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","3 strawberries","CHI36","male","5","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI36","male","5","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","3 strawberries","CHI36","male","5","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","1 strawberry","CHI35","female","5","CPL","5","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","3 strawberries","CHI35","female","5","CPL","6","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI35","female","5","CPL","9","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI35","female","5","CPL","11","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI35","female","5","CPL","14","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI35","female","4.6","CPL","18","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","1 strawberry","CHI34","female","4.6","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","3 strawberries","CHI34","female","4.6","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI34","female","4.6","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI34","female","4.6","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI34","female","4.6","CPL","10","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI34","female","4.6","CPL","14","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Negative","2 strawberries","CHI31","male","4.11","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","3 strawberries","CHI31","male","4.11","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI31","male","4.11","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI31","male","4.11","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","1 strawberry","CHI31","male","4.11","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","1 strawberry","CHI31","male","4.11","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Negative","3 strawberries","CHI30","female","5.1","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","3 strawberries","CHI30","female","5.1","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","3 strawberries","CHI30","female","5.1","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","2 strawberries","CHI30","female","5.1","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","2 strawberries","CHI30","female","5.1","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","3 strawberries","CHI30","female","5.1","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Negative","2 strawberries","CHI28","female","4.4","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","3 strawberries","CHI28","female","4.4","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI28","female","4.4","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI28","female","4.4","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","3 strawberries","CHI28","female","4.4","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","1 strawberry","CHI28","female","4.4","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Negative","1 strawberry","CHI27","male","4.9","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","3 strawberries","CHI27","male","4.9","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI27","male","4.9","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI27","male","4.9","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","3 strawberries","CHI27","male","4.9","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","3 strawberries","CHI27","male","4.9","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Negative","1 strawberry","CHI26","male","5.1","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","3 strawberries","CHI26","male","5.1","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI26","male","5.1","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI26","male","5.1","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","3 strawberries","CHI26","male","5.1","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","1 strawberry","CHI26","male","5.1","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Negative","1 strawberry","CHI25","male","4.6","CPL","1","PL_TST_NEG","L","Kangaroo","pick","o kaguro de mazepse ahladia!","Kangaroo didn't pick pears"
"Child","MI","Positive","3 strawberries","CHI25","male","4.6","CPL","5","PL_TST_POS","R","Tiger","feed","I Tigri taise goyroynia!","Tiger fed pigs"
"Child","MI","Negative","1 strawberry","CHI25","male","4.6","CPL","8","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
"Child","MI","Positive","3 strawberries","CHI25","male","4.6","CPL","10","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Positive","3 strawberries","CHI25","male","4.6","CPL","13","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Negative","1 strawberry","CHI25","male","4.6","CPL","14","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Negative","1 strawberry","CHI24","female","4.2","CPL","1","PL_TST_NEG","R","Lion","paint","To Liontari den ebapse kupes!","Lion didn't paint bowls"
"Child","MI","Positive","2 strawberries","CHI24","female","4.2","CPL","2","PL_TST_POS","R","Bunny","paint","To Kuneli evapse kithares!","Bunny painted guitars"
"Child","MI","Positive","3 strawberries","CHI24","female","4.2","CPL","5","PL_TST_POS","L","Zebra","pick","I zebra mazepse mpananes.","Zebra picked bananas"
"Child","MI","Negative","1 strawberry","CHI24","female","4.2","CPL","7","PL_TST_NEG","R","Frog","feed","O vatrahos den taise pulakia!","Frog didn't feed birds"
