Counterbalance,PPT,AgeGroup,Age.Years,Stem,VerbSet,Island,WellFormed,MR.Reg.AH,MR.Irreg.AH,Anal.Reg.AH,Anal.Irreg.AH,IrregvsReg,RegvsIrreg,RegvsAll,IrregvsAll,NoChange,ThirdSingPres,PastProg,NoChangeIncIrregularNoChange,Other,All
AB,12,3_4,4.08,plim,A,IrregOnly,4.429,0.96593632,0.4105463,0.5569215,0.0301613,NA,NA,0,0,0,1,0,0,0,All
AB,15,3_4,3.42,plim,A,IrregOnly,4.429,0.96593632,0.4105463,0.5569215,0.0301613,NA,NA,0,0,0,1,0,0,0,All
AB,17,3_4,3.42,plim,A,IrregOnly,4.429,0.96593632,0.4105463,0.5569215,0.0301613,NA,NA,0,0,0,1,0,0,0,All
BA,18,3_4,3.5,plim,A,IrregOnly,4.429,0.96593632,0.4105463,0.5569215,0.0301613,NA,NA,0,0,0,1,0,0,0,All
AB,21,5_6,5.5,plim,A,IrregOnly,4.429,0.96593632,0.4105463,0.5569215,0.0301613,NA,NA,0,0,0,1,0,0,0,All
BA,22,5_6,5.92,plim,A,IrregOnly,4.429,0.96593632,0.4105463,0.5569215,0.0301613,NA,NA,0,0,0,1,0,0,0,All
AB,31,5_6,5.75,plim,A,IrregOnly,4.429,0.96593632,0.4105463,0.5569215,0.0301613,NA,NA,0,0,0,1,0,0,0,All
AB,32,5_6,5.67,plim,A,IrregOnly,4.429,0.96593632,0.4105463,0.5569215,0.0301613,NA,NA,0,0,0,1,0,0,0,All
AB,33,5_6,6.25,plim,A,IrregOnly,4.429,0.96593632,0.4105463,0.5569215,0.0301613,NA,NA,0,0,0,1,0,0,0,All
BA,34,5_6,5.75,plim,A,IrregOnly,4.429,0.96593632,0.4105463,0.5569215,0.0301613,NA,NA,0,0,0,1,0,0,0,All
AB,37,5_6,5.75,plim,A,IrregOnly,4.429,0.96593632,0.4105463,0.5569215,0.0301613,NA,NA,0,0,0,1,0,0,0,All
AB,57,6_7,7,plim,A,IrregOnly,4.429,0.96593632,0.4105463,0.5569215,0.0301613,NA,NA,0,0,0,0,1,0,0,All
AB,2,3_4,3.83,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,4,3_4,3.58,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,6,3_4,3.83,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,7,3_4,3.5,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,8,3_4,3.67,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,23,5_6,5.25,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,25,5_6,5.67,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,26,5_6,5.33,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,27,5_6,6.08,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,29,5_6,5.75,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,30,5_6,6,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,35,5_6,5.75,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,41,6_7,7,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,44,6_7,7.08,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,45,6_7,7.5,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,46,6_7,7.08,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,47,6_7,7.42,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,48,6_7,6.92,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,49,6_7,7.67,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,50,6_7,7,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,51,6_7,7.75,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,52,6_7,7.67,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,53,6_7,7.75,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,54,6_7,7.42,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,55,6_7,7.75,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,56,6_7,6.92,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,58,9_10,10.58,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,59,9_10,10.25,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,60,9_10,10.58,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,61,9_10,10.42,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,62,9_10,10.5,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,64,9_10,10.08,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,65,9_10,10.33,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,67,9_10,9.83,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,68,9_10,9.92,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,69,9_10,10.75,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,71,9_10,10.58,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
BA,73,9_10,10.42,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,74,9_10,10.67,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,0,1,1,0,0,0,0,0,0,All
AB,70,9_10,10.08,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,1,0,0,1,0,0,0,0,0,All
AB,75,9_10,10.5,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,1,0,0,1,0,0,0,0,0,All
AB,1,3_4,3.83,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
BA,3,3_4,3.67,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
AB,9,3_4,4,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
BA,10,3_4,3.5,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,0,1,0,0,All
BA,11,3_4,3.42,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
AB,12,3_4,4.08,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
BA,13,3_4,3.42,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
AB,15,3_4,3.42,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
BA,16,3_4,3.75,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
AB,17,3_4,3.42,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
BA,18,3_4,3.5,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
AB,21,5_6,5.5,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
BA,22,5_6,5.92,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
BA,24,5_6,5.33,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,0,1,0,0,All
AB,31,5_6,5.75,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
AB,32,5_6,5.67,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
AB,33,5_6,6.25,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,1,0,0,1,0,All
BA,34,5_6,5.75,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
AB,36,5_6,5.83,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
AB,37,5_6,5.75,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
AB,57,6_7,7,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,1,0,0,0,All
BA,63,9_10,10.5,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,0,1,0,0,All
AB,72,9_10,10,preek,A,Neither,4.905,0.94057696,0.03287834,0.5071824,0.00971141,NA,NA,0,0,0,0,1,0,0,All
AB,2,3_4,3.83,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,7,3_4,3.5,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,10,3_4,3.5,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
AB,23,5_6,5.25,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,30,5_6,6,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,35,5_6,5.75,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
AB,41,6_7,7,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
AB,45,6_7,7.5,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,46,6_7,7.08,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,47,6_7,7.42,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,49,6_7,7.67,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
AB,50,6_7,7,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
AB,51,6_7,7.75,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
AB,52,6_7,7.67,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,53,6_7,7.75,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
AB,54,6_7,7.42,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,56,6_7,6.92,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,59,9_10,10.25,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
AB,60,9_10,10.58,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,61,9_10,10.42,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
AB,62,9_10,10.5,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,63,9_10,10.5,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,65,9_10,10.33,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,66,9_10,10.08,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
AB,67,9_10,9.83,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,68,9_10,9.92,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
AB,70,9_10,10.08,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,71,9_10,10.58,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,0,1,1,0,0,0,0,0,0,All
BA,73,9_10,10.42,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,1,0,0,1,0,0,0,0,0,All
AB,1,3_4,3.83,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
BA,3,3_4,3.67,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,0,1,0,0,All
AB,4,3_4,3.58,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
BA,5,3_4,3.58,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
AB,6,3_4,3.83,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,1,0,0,1,0,All
BA,8,3_4,3.67,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,1,0,0,1,0,All
AB,9,3_4,4,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
BA,11,3_4,3.42,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
AB,12,3_4,4.08,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
BA,13,3_4,3.42,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
AB,14,3_4,3.75,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,1,0,0,1,0,All
AB,15,3_4,3.42,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,1,0,0,1,0,All
AB,17,3_4,3.42,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
BA,18,3_4,3.5,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
AB,21,5_6,5.5,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
BA,22,5_6,5.92,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
BA,24,5_6,5.33,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
AB,25,5_6,5.67,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
BA,26,5_6,5.33,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
BA,27,5_6,6.08,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,1,0,0,1,0,All
AB,31,5_6,5.75,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
AB,32,5_6,5.67,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
AB,33,5_6,6.25,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
BA,34,5_6,5.75,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
AB,36,5_6,5.83,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
AB,37,5_6,5.75,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
BA,44,6_7,7.08,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,1,0,0,0,All
AB,48,6_7,6.92,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,1,0,0,1,0,All
AB,55,6_7,7.75,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,1,0,0,1,0,All
AB,57,6_7,7,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,0,1,0,0,All
AB,58,9_10,10.58,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,1,0,0,1,0,All
BA,64,9_10,10.08,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,1,0,0,1,0,All
AB,69,9_10,10.75,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,1,0,0,1,0,All
AB,72,9_10,10,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,0,0,1,0,0,All
AB,74,9_10,10.67,queed,B,IrregOnly,3.81,0.87206391,0.34845374,0.2928015,0.02903529,NA,NA,0,0,1,0,0,1,0,All
AB,2,3_4,3.83,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,6,3_4,3.83,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,14,3_4,3.75,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,15,3_4,3.42,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,16,3_4,3.75,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,23,5_6,5.25,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,27,5_6,6.08,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,29,5_6,5.75,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,30,5_6,6,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,34,5_6,5.75,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,35,5_6,5.75,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,41,6_7,7,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,45,6_7,7.5,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,46,6_7,7.08,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,47,6_7,7.42,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,48,6_7,6.92,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,49,6_7,7.67,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,50,6_7,7,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,51,6_7,7.75,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,52,6_7,7.67,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,53,6_7,7.75,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,54,6_7,7.42,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,55,6_7,7.75,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,56,6_7,6.92,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,58,9_10,10.58,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,59,9_10,10.25,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,60,9_10,10.58,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,61,9_10,10.42,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,62,9_10,10.5,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,63,9_10,10.5,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,64,9_10,10.08,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,65,9_10,10.33,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,66,9_10,10.08,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,67,9_10,9.83,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,68,9_10,9.92,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,69,9_10,10.75,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,71,9_10,10.58,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,72,9_10,10,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
BA,73,9_10,10.42,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,74,9_10,10.67,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,0,1,1,0,0,0,0,0,0,All
AB,70,9_10,10.08,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,1,0,0,1,0,0,0,0,0,All
AB,1,3_4,3.83,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,NA,NA,0,0,0,1,0,0,0,All
BA,3,3_4,3.67,rask,B,Neither,5.3,0.98155215,0,0.6033332,0.0005384,NA,NA,0,0,0,0,1,0,0,All
