Counterbalance,PPT,AgeGroup,Age.Years,Stem,VerbSet,Island,WellFormed,MR.Reg.AH,MR.Irreg.AH,Anal.Reg.AH,Anal.Irreg.AH,IrregvsReg,RegvsIrreg,RegvsAll,IrregvsAll,NoChange,ThirdSingPres,PastProg,NoChangeIncIrregularNoChange,Other,All
AB,1,3_4,3.83,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,2,3_4,3.83,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,5,3_4,3.58,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,8,3_4,3.67,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,10,3_4,3.5,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,15,3_4,3.42,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,23,5_6,5.25,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,25,5_6,5.67,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,26,5_6,5.33,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,27,5_6,6.08,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,30,5_6,6,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,35,5_6,5.75,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,36,5_6,5.83,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,44,6_7,7.08,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,45,6_7,7.5,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,46,6_7,7.08,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,47,6_7,7.42,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,48,6_7,6.92,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,49,6_7,7.67,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,50,6_7,7,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,51,6_7,7.75,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,52,6_7,7.67,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,53,6_7,7.75,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,54,6_7,7.42,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,55,6_7,7.75,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,56,6_7,6.92,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,58,9_10,10.58,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,59,9_10,10.25,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,61,9_10,10.42,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,62,9_10,10.5,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,63,9_10,10.5,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,64,9_10,10.08,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,65,9_10,10.33,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,66,9_10,10.08,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,67,9_10,9.83,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,68,9_10,9.92,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,69,9_10,10.75,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,71,9_10,10.58,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
BA,73,9_10,10.42,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,74,9_10,10.67,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,75,9_10,10.5,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,0,1,1,0,0,0,0,0,0,All
AB,70,9_10,10.08,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,1,0,0,1,0,0,0,0,0,All
BA,3,3_4,3.67,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,0,1,0,0,All
AB,4,3_4,3.58,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,1,0,0,0,All
AB,6,3_4,3.83,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,1,0,0,0,All
AB,9,3_4,4,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,1,0,0,1,0,All
BA,11,3_4,3.42,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,1,0,0,1,0,All
BA,13,3_4,3.42,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,1,0,0,0,All
AB,14,3_4,3.75,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,1,0,0,1,0,All
BA,16,3_4,3.75,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,1,0,0,0,All
AB,17,3_4,3.42,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,1,0,0,1,0,All
BA,18,3_4,3.5,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,1,0,0,1,0,All
AB,21,5_6,5.5,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,1,0,0,1,0,All
BA,22,5_6,5.92,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,1,0,0,0,All
BA,24,5_6,5.33,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,1,0,0,0,All
BA,28,5_6,5.67,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,1,0,0,0,All
AB,29,5_6,5.75,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,1,0,0,0,All
AB,31,5_6,5.75,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,1,0,0,0,All
AB,32,5_6,5.67,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,1,0,0,0,All
AB,33,5_6,6.25,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,0,1,0,0,All
BA,34,5_6,5.75,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,1,0,0,0,All
AB,37,5_6,5.75,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,1,0,0,0,All
AB,57,6_7,7,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,0,1,0,0,All
AB,72,9_10,10,bize,A,RegIrreg,4.571,0.98762362,0.12142466,0.5297725,0.02344881,NA,NA,0,0,0,0,1,0,0,All
BA,5,3_4,3.58,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,6,3_4,3.83,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,7,3_4,3.5,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,8,3_4,3.67,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,14,3_4,3.75,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,23,5_6,5.25,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,26,5_6,5.33,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,27,5_6,6.08,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,29,5_6,5.75,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,30,5_6,6,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,35,5_6,5.75,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,41,6_7,7,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,44,6_7,7.08,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,45,6_7,7.5,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,46,6_7,7.08,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,47,6_7,7.42,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,48,6_7,6.92,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,49,6_7,7.67,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,50,6_7,7,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,51,6_7,7.75,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,52,6_7,7.67,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,53,6_7,7.75,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,54,6_7,7.42,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,55,6_7,7.75,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,56,6_7,6.92,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,58,9_10,10.58,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,59,9_10,10.25,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,61,9_10,10.42,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,62,9_10,10.5,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,63,9_10,10.5,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,64,9_10,10.08,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,65,9_10,10.33,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,67,9_10,9.83,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,68,9_10,9.92,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,69,9_10,10.75,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,70,9_10,10.08,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,71,9_10,10.58,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
BA,73,9_10,10.42,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,74,9_10,10.67,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,0,1,1,0,0,0,0,0,0,All
AB,1,3_4,3.83,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,NA,NA,0,0,0,1,0,0,0,All
BA,3,3_4,3.67,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,NA,NA,0,0,0,0,1,0,0,All
AB,4,3_4,3.58,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,NA,NA,0,0,0,1,0,0,0,All
AB,9,3_4,4,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,NA,NA,0,0,0,1,0,0,0,All
BA,11,3_4,3.42,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,NA,NA,0,0,0,1,0,0,0,All
BA,18,3_4,3.5,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,NA,NA,0,0,0,1,0,0,0,All
AB,21,5_6,5.5,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,NA,NA,0,0,0,1,0,0,0,All
BA,22,5_6,5.92,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,NA,NA,0,0,0,1,0,0,0,All
BA,28,5_6,5.67,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,NA,NA,0,0,0,1,0,0,0,All
AB,31,5_6,5.75,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,NA,NA,0,0,0,1,0,0,0,All
AB,33,5_6,6.25,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,NA,NA,0,0,0,1,0,0,0,All
BA,34,5_6,5.75,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,NA,NA,0,0,0,1,0,0,0,All
AB,57,6_7,7,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,NA,NA,0,0,0,0,1,0,0,All
AB,72,9_10,10,blafe,A,RegOnly,3.571,0.99833161,0,0.3084495,0,NA,NA,0,0,0,0,1,0,0,All
BA,5,3_4,3.58,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,6,3_4,3.83,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,7,3_4,3.5,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,8,3_4,3.67,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,16,3_4,3.75,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,21,5_6,5.5,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,23,5_6,5.25,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,25,5_6,5.67,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,26,5_6,5.33,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,27,5_6,6.08,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,29,5_6,5.75,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,30,5_6,6,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,32,5_6,5.67,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,35,5_6,5.75,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,38,5_6,5.75,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,40,6_7,7.33,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,41,6_7,7,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,42,6_7,7.08,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,43,6_7,6.92,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,44,6_7,7.08,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,45,6_7,7.5,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,46,6_7,7.08,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,47,6_7,7.42,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,48,6_7,6.92,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,49,6_7,7.67,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,50,6_7,7,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,51,6_7,7.75,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,52,6_7,7.67,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,53,6_7,7.75,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,54,6_7,7.42,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,55,6_7,7.75,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,56,6_7,6.92,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,58,9_10,10.58,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,59,9_10,10.25,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,60,9_10,10.58,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,61,9_10,10.42,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,62,9_10,10.5,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,63,9_10,10.5,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,64,9_10,10.08,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,65,9_10,10.33,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,67,9_10,9.83,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,68,9_10,9.92,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,69,9_10,10.75,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,70,9_10,10.08,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,71,9_10,10.58,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
BA,73,9_10,10.42,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,74,9_10,10.67,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,75,9_10,10.5,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,0,1,1,0,0,0,0,0,0,All
AB,1,3_4,3.83,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,1,0,0,0,All
BA,3,3_4,3.67,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,0,1,0,0,All
AB,4,3_4,3.58,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,1,0,0,0,All
AB,9,3_4,4,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,1,0,0,0,All
BA,10,3_4,3.5,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,0,1,0,0,All
BA,11,3_4,3.42,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,1,0,0,0,All
AB,12,3_4,4.08,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,1,0,0,0,All
AB,17,3_4,3.42,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,1,0,0,0,All
BA,18,3_4,3.5,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,1,0,0,0,All
BA,22,5_6,5.92,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,1,0,0,0,All
BA,24,5_6,5.33,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,1,0,0,0,All
AB,31,5_6,5.75,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,1,0,0,0,All
AB,33,5_6,6.25,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,1,0,0,0,All
BA,34,5_6,5.75,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,1,0,0,0,All
AB,36,5_6,5.83,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,1,0,0,0,All
AB,37,5_6,5.75,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,1,0,0,0,All
AB,57,6_7,7,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,0,1,0,0,All
AB,72,9_10,10,blig,A,IrregOnly,3.714,0.96062057,0.87951028,0.3978027,0.02820597,NA,NA,0,0,0,0,1,0,0,All
AB,2,3_4,3.83,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,5,3_4,3.58,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
BA,8,3_4,3.67,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
AB,14,3_4,3.75,bredge,B,RegOnly,3.857,0.99469297,0,0.522059,0,0,1,1,0,0,0,0,0,0,All
